chain,chain_index,sample,score
DTHSIJDQWP,3 19 7 18 8 9 3 16 22 15,-0.7304759842893824 0.46609349826105984 -0.38866955688531224 0.42769028507838414 -0.3110210900772614 -0.2981548068398663 -0.7259387482887447 0.2911617046538386 0.7621170627751592 0.17408153331691878,3.9006789230497216
MPKNWMYSSO,12 15 10 13 22 12 24 18 18 14,-0.008231213730525155 0.17431594539676665 -0.1829496613723114 0.0685621595766297 0.7464626468539928 -0.0182605461487233 0.8720121186877576 0.43245679820788263 0.44246674316042434 0.14280790298747847,2.9615533435699786
POBKXKBSBA,15 14 1 10 23 10 1 18 1 0,0.15404457665033 0.1250721188436199 -0.9226016914635429 -0.1889198831636547 0.7868676291836445 -0.16747890162435408 -0.8611843642536603 0.45488941789852166 -0.9056698696320526 -0.9409257943257132,3.556787802520788
SAPIOPQYMG,18 0 15 8 14 15 16 24 12 6,0.4547010058909602 -0.938829706746561 0.1977191213741103 -0.3775662513746296 0.14303857469417514 0.2300247708271712 0.2569714642290404 0.8984383221065839 -0.05318417844644485 -0.4886880691102633,3.498242743711121
FLFRFMJGQT,5 11 5 17 5 12 9 6 16 19,-0.5734284010077966 -0.14874986254408862 -0.5423729373507515 0.31255907692521423 -0.575094205832863 -0.06607069885773398 -0.29919385883026406 -0.5241952862734462 0.23769270202747594 0.5335442679260745,3.655486681937156
ROMIGTVGZY,17 14 12 8 6 19 21 6 25 24,0.36694408838623915 0.12697092040133984 -0.0009251363154880732 -0.3813573242144397 -0.4905429013534617 0.49716706313590064 0.6327352912374642 -0.5219846772187875 0.9552481953911527 0.876858620108399,3.993708525933695
CRSGWEPOKB,2 17 18 6 22 4 15 14 10 1,-0.7760009033257611 0.33922005729878046 0.436711811514912 -0.4891262041697728 0.7080409483364789 -0.6236297213038302 0.2073972777967581 0.08979374313756727 -0.1933429702832652 -0.8550327104627446,3.8583098596586898
YXCJRCGBNB,24 23 2 9 17 2 6 1 13 1,0.8676123691244952 0.7853571444227845 -0.8366352541129518 -0.26348943582327355 0.3211443163697245 -0.789492495681994 -0.47103601872051515 -0.8584264818036638 0.025153345101298186 -0.8546532594611638,3.9742939012274765
WEITDUCMIC,22 4 8 19 3 20 2 12 8 2,0.7492842997860183 -0.6636244742460404 -0.3417794574365003 0.5220978158702729 -0.7424717446200191 0.5580877061613876 -0.8015493181950708 -0.07431961331608217 -0.3570687939582995 -0.8282827118640792,4.193155608850592
MCSEJODSDV,12 2 18 4 9 14 3 18 3 21,-0.008799011285484548 -0.8064552548083352 0.41295038544094065 -0.680789345921027 -0.2480052377420463 0.10187121514529651 -0.7607709965850611 0.41850755587507815 -0.692579650926147 0.6207749104632914,3.8802905909566765
FLCTSCVCQT,5 11 2 19 18 2 21 2 16 19,-0.5786109784703142 -0.13400482502404532 -0.786187430373579 0.5259000464959538 0.40778050254216147 -0.8450409485937227 0.6278520269044507 -0.7857525409736064 0.306182459763118 0.5314024898007843,4.217479787862192
DPQRKFYQXQ,3 15 16 17 10 5 24 16 23 16,-0.731705538120689 0.19584400385510814 0.2404109579490996 0.36303567154361116 -0.16667986510168364 -0.6146763988627153 0.8799785949632837 0.2797812452440185 0.8382429992544815 0.28537742673033195,3.705948402808208
PXHKTOLHQS,15 23 7 10 19 14 11 7 16 18,0.16949069174717146 0.7716455025975741 -0.4232225664422298 -0.15959606440504404 0.5250160580853303 0.1387190924693582 -0.14951187154320333 -0.41457029773356346 0.2767894400088384 0.39559705734791173,3.355119333634996
CSWRSAWCDT,2 18 22 17 18 0 22 2 3 19,-0.8300183578356826 0.43039133125925266 0.7038393397135476 0.38127625524216846 0.42477960606377074 -0.9336705367913187 0.728465148296622 -0.7761578022071725 -0.7684060670189614 0.48496462818042585,4.439298753794546
TJSNMYXGIZ,19 9 18 13 12 24 23 6 8 25,0.503713048503508 -0.2528540533533261 0.42520280005849753 0.03760520518661714 -0.06968834808786073 0.8475101804995953 0.8220968872742163 -0.5056929676011359 -0.3727717860213813 0.9989281320683181,3.8574529199590697
JCWCXNFYMP,9 2 22 2 23 13 5 24 12 15,-0.24676832686673578 -0.8191484847890207 0.7677682341234116 -0.7841578415799861 0.7777944947137851 0.06182543695415066 -0.5655015261252638 0.9183688133516748 -0.06242245171965566 0.18423723088605737,3.6529669877833872
ZKREFXIEOT,25 10 17 4 5 23 8 4 14 19,0.9962965558214205 -0.2022319148291183 0.3763580974282381 -0.6805413191512957 -0.5696757350211281 0.7756676000178913 -0.3834306597833439 -0.6160174684433837 0.1397957969094159 0.46255637955285955,4.1106816658977685
PCBIWZJSJW,15 2 1 8 22 25 9 18 9 22,0.21779739340297577 -0.7797081892783675 -0.9025898643921955 -0.3610435595085817 0.7229169179435615 0.9721221727159595 -0.29816593694655547 0.4302252960497963 -0.24965395355430386 0.7018568707066761,4.07777415013965
PODFMHBZCQ,15 14 3 5 12 7 1 25 2 16,0.18293332196549983 0.09259662776024524 -0.7689681134569766 -0.6139140922383439 -0.044516571831543894 -0.3964813445149291 -0.9085176548553211 0.9574029506695443 -0.8059712231254512 0.28118592073858095,3.6781087245675868
AKOIVEUWWO,0 10 14 8 21 4 20 22 22 14,-0.9341097270647052 -0.1637396543368983 0.1483928069658853 -0.37675928634065015 0.643349954915764 -0.6612882494310222 0.5879193461659753 0.7320330892836227 0.7180750515586212 0.08153725614111784,3.907539377043634
UQUTDZMHVJ,20 16 20 19 3 25 12 7 21 9,0.5881812681677265 0.26356982385422345 0.6038945671213494 0.4827615447149396 -0.7517283073705638 0.9615305381797288 -0.061103790067857044 -0.39904744185948426 0.6614748337470082 -0.25495315454545864,4.043539767904456
NZBBUESRGO,13 25 1 1 20 4 18 17 6 14,0.042160164989724525 0.9410636030679835 -0.8722852491660502 -0.8816252728927862 0.6153822861729157 -0.6541612790593831 0.39749219861655516 0.3580116891525724 -0.523788278771135 0.08788350503137665,3.9923623335834475
RITCQADJZT,17 8 19 2 16 0 3 9 25 19,0.3615466638147167 -0.33887107346874124 0.4915119273723849 -0.8127983466685937 0.25271966853815475 -0.9584034905687522 -0.7285186286790593 -0.2979049916922203 0.9907241054165798 0.4681608395977024,4.198506978848876
AVFYABJURA,0 21 5 24 0 1 9 20 17 0,-0.9985677802293567 0.6863180179106161 -0.5843230468541738 0.9042925192543072 -0.9893842537139612 -0.8965447077450972 -0.23083234116370654 0.53923778041236 0.3708220915785083 -0.9497601926520343,4.347840290183392
FMXRZWNPPD,5 12 23 17 25 22 13 15 15 3,-0.5596143129042319 -0.06935105391976593 0.7699196685749516 0.3488413810212516 0.9370535606840835 0.697541037812931 0.05456861941134461 0.22501685406802663 0.1630865180642742 -0.6937855463006957,3.630771773010633
CEVLFXAEJO,2 4 21 11 5 23 0 4 9 14,-0.8062116578878349 -0.6614256163040928 0.6269033187346136 -0.0919822547611544 -0.5911456160345392 0.8106910247631718 -0.9855547068681967 -0.6210876725685619 -0.25165398716619825 0.10836692677288906,4.02033537354588
RWPAUGMWNA,17 22 15 0 20 6 12 22 13 0,0.348672861540809 0.7568925917087608 0.2261901863822955 -0.9669027218748192 0.5992289046237358 -0.48040384324601604 -0.04019534082281906 0.7214192784263349 0.05972921458540714 -0.9267268439114029,3.8455777487921172
FBPFWNMNNF,5 1 15 5 22 13 12 13 13 5,-0.594589619060041 -0.8519885502568048 0.162473721997912 -0.6089966071500028 0.7544569092449511 0.05827383971186184 -0.004007408519953071 0.0742516971595184 0.033975793116693964 -0.5951686034847739,3.3017524039686212
XXPBHJQJXB,23 23 15 1 7 9 16 9 23 1,0.8219034271646746 0.8021593147051744 0.1789700915317496 -0.8641356318607758 -0.4022732030770808 -0.27368064886001786 0.2792524699891934 -0.28619182873661586 0.7963631670370039 -0.857411916175012,3.907679982308814
ZECPZKADWK,25 4 2 15 25 10 0 3 22 10,0.9889631796920215 -0.6338427691187709 -0.8394909121648162 0.15970873871112956 0.9533030090878414 -0.20728342492712382 -0.954955120828515 -0.747747710408166 0.7070760788169534 -0.2147757079501229,3.9527888225354
LZTRMCZMRL,11 25 19 17 12 2 25 12 17 11,-0.07906318581696326 0.9668442862403201 0.47318103476145446 0.3197390530501203 -0.029546080726912116 -0.8137917738196061 0.9990774542954213 -0.03574875990795845 0.3592190895690719 -0.09091614061074638,3.3229962828436084
WDJPGKLVCB,22 3 9 15 6 10 11 21 2 1,0.727463539203479 -0.6977643825665949 -0.2754915531206332 0.1904211774855653 -0.5217749846406727 -0.15957994404657505 -0.10302295816719154 0.6891341244847136 -0.7984455471544343 -0.9066090271578562,3.822504330931594
GSIAEHYGUL,6 18 8 0 4 7 24 6 20 11,-0.5032873145612111 0.4606074478658544 -0.3653873297780321 -0.9979831639113199 -0.635055140582814 -0.4070325363648952 0.8526596800081256 -0.5321099937959677 0.6122614898688994 -0.09560303683412874,4.258701529999737
VASYXDLMDU,21 0 18 24 23 3 11 12 3 20,0.6746119426120027 -0.9999394624262308 0.4436892047010703 0.8888186510091864 0.8414815733190921 -0.703611335008564 -0.1113510812809646 -0.057851344236486746 -0.7332405963219897 0.5518986664378802,4.094122665546127
UVIGAPFTCT,20 21 8 6 0 15 5 19 2 19,0.5526306910213938 0.6649648877980228 -0.375494978880311 -0.4663094649896091 -0.9392910710939926 0.17338146872118787 -0.5531159505812182 0.5283898702810303 -0.7752459125519688 0.5299479013211503,4.3083065887085965
HODKEBTXRL,7 14 3 10 4 1 19 23 17 11,-0.4100949704969714 0.08681580280626977 -0.7083471846116607 -0.188133736097309 -0.6878859285481982 -0.8795549244074181 0.5002328205919493 0.8091682208711202 0.37495345028207927 -0.1446459250589831,3.826851653323058
FNWXRQBSNB,5 13 22 23 17 16 1 18 13 1,-0.547854815127077 0.019332188106877757 0.7086709723166429 0.776968343905263 0.3741629181010373 0.25001382629782776 -0.852917706161799 0.39049921829409184 0.05920982669121133 -0.8929483309128292,3.803661887955347
WJROCQMZHD,22 9 17 14 2 16 12 25 7 3,0.6980985367263148 -0.2773618380327669 0.35713488042076924 0.1512153536701124 -0.8208337320499637 0.24449199329885163 -0.0076230042946257015 0.9429890297170154 -0.3860734774099803 -0.7266539995301537,3.696732219519163
BSAWAAOIKA,1 18 0 22 0 0 14 8 10 0,-0.8989563460886865 0.42251416883332293 -0.9236559897327217 0.7469290888480511 -0.964400731957475 -0.9763116789320347 0.08468637964953185 -0.37708821799992087 -0.17970606753240048 -0.9796509617037885,3.9170952596290403
FUNNNUYVPL,5 20 13 13 13 20 24 21 15 11,-0.5582015218256846 0.6149535216049158 0.046334767986884184 0.03481468631862494 0.055902254494546666 0.5473418991024548 0.9180507558808002 0.6853794334162762 0.1980075059190285 -0.09041799299959408,3.3626133122320714
GWPPDVOFVL,6 22 15 15 3 21 14 5 21 11,-0.4760541677789085 0.7364829721014747 0.18350281693398918 0.16704930016725195 -0.7141696167369447 0.6747534132387889 0.15026961248181725 -0.5975364527848839 0.6202877658878738 -0.10863139702399671,3.745473770291597
AFBXNICEFC,0 5 1 23 13 8 2 4 5 2,-0.9419943435644218 -0.5572665211387924 -0.9146220635519013 0.7864402610928221 0.06974043736278501 -0.31675452945672045 -0.7732871667549581 -0.6703459288838327 -0.6138660976627817 -0.8208772453213156,4.223274397851199
SMKNPFFJWH,18 12 10 13 15 5 5 9 22 7,0.4228758023678243 -0.056974217543972694 -0.16686302723506308 0.052694138395380286 0.2026217431931958 -0.5994973922265951 -0.5749722475992836 -0.23118660492983212 0.7155545995893549 -0.4585139789413386,3.4029365018721234
KIIEHEBVVN,10 8 8 4 7 4 1 21 21 13,-0.1675442981382329 -0.3530252498535995 -0.318154794278088 -0.6513474495618279 -0.41804794802657974 -0.6340979997711698 -0.881621862150314 0.6835714904805603 0.6558138698977003 0.024019030215159942,3.94171626250634
MGDFGLNRCH,12 6 3 5 6 11 13 17 2 7,-0.026984882539474064 -0.4909518502028152 -0.6958747185714733 -0.5896563671297006 -0.5179965100034041 -0.1256415838145808 0.04838173474332885 0.3529909976064265 -0.8216136978562609 -0.4085925842996303,3.699843482259681
WKEFWQARCY,22 10 4 5 22 16 0 17 2 24,0.698629836708569 -0.20742937956071605 -0.6632286791666975 -0.607373449611674 0.7080831335589257 0.28927347706755024 -0.9395133195742373 0.349723018278695 -0.8376560917520566 0.9199806593323123,4.235048723932049
WPKHSRPMDS,22 15 10 7 18 17 15 12 3 18,0.7255277510097884 0.21752996019726512 -0.22809702814881128 -0.4571697579703835 0.44817176058264807 0.31708936833139245 0.16134203906922906 -0.060764500454137726 -0.7446474370341982 0.45664657167866496,3.5542470247665787
JAONDXKOVA,9 0 14 13 3 23 10 14 21 0,-0.2933350967738775 -0.9278473707149781 0.12262592009105133 0.03559206051334107 -0.7137713476303795 0.8364424462797362 -0.19439035243892455 0.08144856010627599 0.6603421792072532 -0.9630209483704828,3.4417945025855947
CODNXPIXJE,2 14 3 13 23 15 8 23 9 4,-0.8118123900902829 0.14368508353543796 -0.7483763817650853 0.054211998772259795 0.8035949447438695 0.21171553019249778 -0.34589164019938856 0.7957905001278627 -0.2773899231953201 -0.685235239120493,3.6887226011318366
WSTOCGOIXE,22 18 19 14 2 6 14 8 23 4,0.7031469436244238 0.39280943250883227 0.5107363941381524 0.08752847742746495 -0.7739550182045685 -0.5098866283111758 0.11009636784647703 -0.35780984746933475 0.8147032770882865 -0.6192295081249295,3.9836367228794676
SUILMVGAGP,18 20 8 11 12 21 6 0 6 15,0.4260130631066077 0.604031597101435 -0.3640529797816545 -0.12028630652777639 -7.455301881797993e-05 0.6393148170507497 -0.5151343232097088 -0.9540309179177204 -0.4953399852857914 0.19038149746194621,3.8181936432165
NTCUQKQCFB,13 19 2 20 16 10 16 2 5 1,0.03241726671959766 0.5038951076656726 -0.8352991850185407 0.5668642719112438 0.25769206764480046 -0.1814110670662541 0.2432843371319222 -0.7982556859833254 -0.5559200559686059 -0.9126351516678037,3.84103738247816
XLEGWZEUOZ,23 11 4 6 22 25 4 20 14 25,0.7871857244678648 -0.09737459346761246 -0.6156476580102832 -0.5193970856476318 0.7465998488988168 0.9950903029961669 -0.6243778983869448 0.5747635419247403 0.1462023829324426 0.9283147885495142,4.191147003531032
ZIESXXLFRI,25 8 4 18 23 23 11 5 17 8,0.9705908499722717 -0.30848503659982507 -0.6166116983936949 0.41995191899936546 0.8188337647231643 0.8088113163741417 -0.1441830112779674 -0.5988217942163565 0.31651300253293657 -0.31782726029953,4.065617377047893
AYASLPZQAU,0 24 0 18 11 15 25 16 0 20,-0.9532172165812531 0.8682711752875909 -0.9300851742938101 0.39378180542476415 -0.14876271005059816 0.22131389808030688 0.9508253111634364 0.24596965727715614 -0.9591142375350641 0.5879741887405492,3.915564292879847
RXUVHPPMSR,17 23 20 21 7 15 15 12 18 17,0.343424292014737 0.7905507868144948 0.5456963495699216 0.6183949646960243 -0.41256255061604263 0.15791762712333646 0.2247245978761543 -0.051727116862642974 0.3899703430544772 0.37720424785033546,3.6508249501117622
TBCTKSNSMD,19 1 2 19 10 18 13 18 12 3,0.4844303487522914 -0.9145384917650081 -0.7803878531671129 0.4923940423464839 -0.2053418201268451 0.414076197088425 0.02011567642150336 0.42680805309950465 -0.03230829285419157 -0.7655346282970641,3.7970218280578902
HPVPVPMEQL,7 15 21 15 21 15 12 4 16 11,-0.42144009760931 0.22441224731523168 0.6455185105945691 0.19649382847782282 0.6516801786467781 0.20100583302745179 -0.053984205464864266 -0.680892735418555 0.2917927367593167 -0.15030059505194204,3.3533433242370667
ZDSSPMVDDD,25 3 18 18 15 12 21 3 3 3,0.9399666286899411 -0.6941405004700594 0.45897593770758416 0.4226927123944122 0.18746095718656908 -0.06007031508722038 0.6711299446255503 -0.7503677357127558 -0.7371121441049611 -0.6969331650406594,4.1284352246227485
DEHXOEVVXK,3 4 7 23 14 4 21 21 23 10,-0.7474731639281929 -0.6719179912541673 -0.4561383384569959 0.8233053700209234 0.12338319644384521 -0.6198496924730008 0.668257427504426 0.6716571685772441 0.8009614554108422 -0.18478736906717508,4.177119238062492
QAIXWEGQIW,16 0 8 23 22 4 6 16 8 22,0.28405815420797187 -0.9841116700696964 -0.33048722873359626 0.8307488268827592 0.7483186786822771 -0.6369804566580544 -0.5334425508298619 0.27778629073754724 -0.33515235936959065 0.7388291113145231,4.196600097440644
RFGEUGMYWA,17 5 6 4 20 6 12 24 22 0,0.38241416702362674 -0.5790954528605121 -0.48405911037717786 -0.6644126964896417 0.5548501088060247 -0.523446524009507 -0.005989896157768015 0.878563779033473 0.7013791995707772 -0.9605101009175945,4.3077678389519924
GINDEKGBBH,6 8 13 3 4 10 6 1 1 7,-0.5341651125972082 -0.3504171822592106 0.01130973635259247 -0.7123415296609044 -0.6495113228819311 -0.17102972384046788 -0.47473776664749834 -0.8684183912796017 -0.8974321043104554 -0.41536284439434135,4.017615674047409
WTJUHEHBXC,22 19 9 20 7 4 7 1 23 2,0.717154747371803 0.5236870341864561 -0.24513434979965787 0.5974738077968031 -0.3918206196406251 -0.6810541117476898 -0.3954496190172123 -0.8850282717026909 0.8108669183910358 -0.7796198012785822,4.336167994162935
UGJXTINHEJ,20 6 9 23 19 8 13 7 4 9,0.5593259540705595 -0.5258757996743408 -0.2548525841781193 0.8334490200996003 0.47510311403437333 -0.36311863003327316 0.05844385811277619 -0.4273254646642062 -0.644283800435981 -0.2526292412389468,3.882605225026787
MOFMHXAJBL,12 14 5 12 7 23 0 9 1 11,-0.0166356806035608 0.10654510634903414 -0.6142326201889958 -0.028811184462437467 -0.4441560647480973 0.7856359834791622 -0.9518119288802878 -0.2661821061512071 -0.895407910257451 -0.1241182728051673,3.3526499372512686
EUVGRNZAEN,4 20 21 6 17 13 25 0 4 13,-0.6702882266415231 0.540973282947264 0.6389287302297981 -0.46177159599577977 0.3810622961221872 0.07004819406590346 0.9927277862710964 -0.9930018231324553 -0.6541435546694734 0.05310813721479235,4.121104267932658
WVTVDIDDCT,22 21 19 21 3 8 3 3 2 19,0.766238734376328 0.6808795037399453 0.4847422147741589 0.635843841019152 -0.7463879650375835 -0.3511364732591382 -0.7270855234884657 -0.7248018361487831 -0.7813062067343088 0.4863180222309065,4.47741727436669
RKQRMRUERH,17 10 16 17 12 17 20 4 17 7,0.3451107409678611 -0.19716947233129378 0.2918342026910452 0.3471275840783137 -0.06537222638692342 0.3114574637830203 0.6033224890321336 -0.636116566720015 0.35985390707101295 -0.4370026628400958,3.53280040221636
ZCHNJUASAU,25 2 7 13 9 20 0 18 0 20,0.9370519374669828 -0.8120503056140489 -0.4357203335587878 0.05736398427016187 -0.26464232800709664 0.5442826647389694 -0.9309261798536879 0.41677290169445613 -0.9614344948499813 0.6148199823102907,4.159479814352327
QLPAOBTNWC,16 11 15 0 14 1 19 13 22 2,0.2990058307155774 -0.10723302790852762 0.1720720704968104 -0.9845243398039141 0.14555150083255097 -0.9014859660662915 0.5026183383121909 0.05263883448844009 0.7530241909372679 -0.8134974918534283,3.474321929458761
PMBOKZMTHY,15 12 1 14 10 25 12 19 7 24,0.20398051755779467 -0.015534674058385711 -0.90862347993742 0.14386270815788182 -0.17673423587787251 0.9746679289922338 -0.021679550556423566 0.4635681153160467 -0.4379908951956897 0.8500861770152706,3.3235346347270753
KGGPDKCQPC,10 6 6 15 3 10 2 16 15 2,-0.1735721996335271 -0.5070425325071681 -0.49864299715021865 0.223667551021413 -0.7460356719004431 -0.1591253031243247 -0.7798022418792836 0.28470966772151707 0.19210896807668276 -0.8089146923093082,3.6556800527074675
LRVNZQHGBZ,11 17 21 13 25 16 7 6 1 25,-0.12208127324472984 0.32834946751579097 0.6363592376680538 0.034995809608919126 0.9306854655404251 0.30525796967900365 -0.4294451078088539 -0.5008970401680712 -0.8799024039889682 0.9299650759390226,3.8784754788343965
